                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             acc clusters: [tensor(55.), tensor(0.)]
Client 1, Select Cluster: 1
acc clusters: [tensor(8.), tensor(41.8000)]
Client 65, Select Cluster: 0
acc clusters: [tensor(46.2500), tensor(0.)]
Client 33, Select Cluster: 1
acc clusters: [tensor(45.8500), tensor(72.2500)]
Client 38, Select Cluster: 1
acc clusters: [tensor(8.), tensor(41.8000)]
Client 10, Select Cluster: 0
acc clusters: [tensor(50.6500), tensor(22.2500)]
Client 80, Select Cluster: 0
acc clusters: [tensor(50.6500), tensor(22.2500)]
Client 5, Select Cluster: 0
acc clusters: [tensor(43.0500), tensor(0.)]
Client 73, Select Cluster: 0
acc clusters: [tensor(62.6000), tensor(22.2500)]
## END OF ROUND ##
Average Train loss 0.166
AVG Init Test Loss: 1.689, AVG Init Test Acc: 50.302
AVG Final Test Loss: 0.105, AVG Final Test Acc: 95.675
--- PRINTING ALL CLIENTS STATUS ---
Client   0, labels {0: 353, 4: 240}, count 0, best_acc 0.000, current_acc 0.000 
Client  70, labels {0: 353, 4: 240}, count 0, best_acc 90.550, current_acc 90.550 

Client  71, labels {1: 272, 8: 261}, count 0, best_acc 0.000, current_acc 0.000 

Client  72, labels {2: 300, 7: 316}, count 0, best_acc 99.900, current_acc 99.900 

Client  73, labels {3: 333, 6: 353}, count 0, best_acc 88.600, current_acc 88.600 

Client  74, labels {1: 272, 4: 240}, count 0, best_acc 95.900, current_acc 95.900 

Client  75, labels {1: 272, 5: 353}, count 0, best_acc 0.000, current_acc 0.000 

Client  76, labels {2: 300, 6: 353}, count 0, best_acc 50.250, current_acc 50.250 

Client  77, labels {7: 316, 9: 272}, count 0, best_acc 0.000, current_acc 12.150 

Client  78, labels {4: 240, 8: 261}, count 0, best_acc 95.750, current_acc 95.750 

Client  79, labels {4: 240, 9: 272}, count 0, best_acc 99.750, current_acc 99.750 

Client  80, labels {0: 353, 3: 333}, count 0, best_acc 89.300, current_acc 89.300 

Client  81, labels {1: 272, 9: 272}, count 0, best_acc 0.000, current_acc 0.000 

Client  82, labels {1: 272, 2: 300}, count 0, best_acc 97.600, current_acc 97.600 

Client  83, labels {3: 333, 7: 316}, count 0, best_acc 99.950, current_acc 99.950 

Client  84, labels {4: 240, 8: 261}, count 0, best_acc 0.000, current_acc 0.000 

Client  85, labels {5: 353, 6: 353}, count 0, best_acc 99.650, current_acc 99.650 

Client  86, labels {6: 353, 7: 316}, count 0, best_acc 0.000, current_acc 12.150 

Client  87, labels {2: 300, 7: 315}, count 0, best_acc 0.000, current_acc 12.500 

Client  88, labels {5: 353, 8: 261}, count 0, best_acc 95.450, current_acc 95.450 

Client  89, labels {6: 353, 9: 272}, count 0, best_acc 0.000, current_acc 0.000 

Client  90, labels {0: 352, 7: 315}, count 0, best_acc 0.000, current_acc 12.150 

Client  91, labels {1: 272, 8: 261}, count 0, best_acc 0.000, current_acc 0.000 

Client  92, labels {2: 300, 8: 260}, count 0, best_acc 94.200, current_acc 94.200 

Client  93, labels {3: 333, 5: 353}, count 0, best_acc 0.000, current_acc 13.250 

Client  94, labels {4: 240, 5: 353}, count 0, best_acc 0.000, current_acc 0.000 

Client  95, labels {5: 353, 6: 353}, count 0, best_acc 98.050, current_acc 98.050 

Client  96, labels {6: 352, 7: 315}, count 0, best_acc 99.750, current_acc 99.750 

Client  97, labels {7: 315, 8: 260}, count 0, best_acc 0.000, current_acc 12.150 

Client  98, labels {8: 260, 9: 272}, count 0, best_acc 99.300, current_acc 99.300 

Client  99, labels {5: 352, 9: 272}, count 0, best_acc 94.600, current_acc 94.450 

Round 4, Avg current_acc 55.370, Avg best_acc 53.468
----- Analysis End of Round -------
Client 64, Count: 0, Labels: {1: 273, 4: 240}
Client 7, Count: 0, Labels: {4: 240, 7: 316}
Client 3, Count: 0, Labels: {3: 334, 9: 273}
Client 46, Count: 0, Labels: {4: 240, 6: 353}
Client 25, Count: 0, Labels: {5: 353, 6: 353}
Client 41, Count: 0, Labels: {1: 273, 2: 300}
Client 54, Count: 0, Labels: {4: 240, 9: 273}
Client 83, Count: 0, Labels: {3: 333, 7: 316}
Client 60, Count: 0, Labels: {0: 353, 1: 273}
Client 53, Count: 0, Labels: {3: 333, 8: 261}
Client 79, Count: 0, Labels: {4: 240, 9: 272}
Client 85, Count: 0, Labels: {5: 353, 6: 353}
Client 1, Count: 0, Labels: {1: 273, 8: 261}
Client 65, Count: 0, Labels: {5: 353, 8: 261}
Client 33, Count: 0, Labels: {2: 300, 3: 333}
Client 38, Count: 0, Labels: {1: 273, 8: 261}
Client 10, Count: 0, Labels: {0: 353, 3: 334}
Client 80, Count: 0, Labels: {0: 353, 3: 333}
Client 5, Count: 0, Labels: {0: 353, 5: 353}
Client 73, Count: 0, Labels: {3: 333, 6: 353}

Selected Clusters [[7, 3, 46, 25, 54, 83, 53, 79, 85, 65, 10, 80, 5, 73], [64, 41, 60, 1, 33, 38]]

Clusters Glob Acc: [tensor(35.3700), tensor(24.1900)]
###### ROUND 5 ######
Clients [14 76 97 24 35 21 82 26 38  4 77 47 52 20 28 36 49 33 10 16]
Client 14, Select Cluster: 0
acc clusters: [tensor(18.5000), tensor(0.)]
Client 76, Select Cluster: 1
acc clusters: [tensor(17.8000), tensor(37.4500)]
Client 97, Select Cluster: 1
acc clusters: [tensor(20.2500), tensor(33.6500)]
Client 24, Select Cluster: 0
acc clusters: [tensor(66.4500), tensor(0.)]
Client 35, Select Cluster: 0
acc clusters: [tensor(48.4500), tensor(37.4500)]
Client 21, Select Cluster: 1
acc clusters: [tensor(0.5000), tensor(49.8500)]
Client 82, Select Cluster: 1
acc clusters: [tensor(0.), tensor(87.3000)]
Client 26, Select Cluster: 1
acc clusters: [tensor(17.8000), tensor(49.8500)]
Client 38, Select Cluster: 1
acc clusters: [tensor(20.2500), tensor(83.5000)]
Client 4, Select Cluster: 0
acc clusters: [tensor(38.2500), tensor(33.6500)]
Client 77, Select Cluster: 0
acc clusters: [tensor(23.9500), tensor(0.)]
Client 47, Select Cluster: 1
acc clusters: [tensor(0.), tensor(37.4500)]
Client 52, Select Cluster: 0
acc clusters: [tensor(48.4500), tensor(37.4500)]
Client 20, Select Cluster: 0
acc clusters: [tensor(48.9500), tensor(0.)]
Client 28, Select Cluster: 0
acc clusters: [tensor(68.1500), tensor(33.6500)]
Client 36, Select Cluster: 0
acc clusters: [tensor(18.3000), tensor(0.)]
Client 49, Select Cluster: 1
acc clusters: [tensor(23.9500), tensor(37.4500)]
Client 33, Select Cluster: 0
acc clusters: [tensor(47.9000), tensor(37.4500)]
Client 10, Select Cluster: 0
acc clusters: [tensor(48.4000), tensor(0.)]
Client 16, Select Cluster: 0
acc clusters: [tensor(65.7000), tensor(0.)]
## END OF ROUND ##
Average Train loss 0.208
AVG Init Test Loss: 1.779, AVG Init Test Acc: 47.898
AVG Final Test Loss: 0.272, AVG Final Test Acc: 90.583
--- PRINTING ALL CLIENTS STATUS ---
Client   0, labels {0: 353, 4: 240}, count 0, best_acc 0.000, current_acc 0.000 

Client   1, labels {1: 273, 8: 261}, count 0, best_acc 98.100, current_acc 98.100 

Client   2, labels {2: 300, 9: 273}, count 0, best_acc 0.000, current_acc 0.350 

Client   3, labels {3: 334, 9: 273}, count 0, best_acc 99.900, current_acc 99.900 

Client   4, labels {4: 240, 8: 261}, count 0, best_acc 97.200, current_acc 97.200 

Client   5, labels {0: 353, 5: 353}, count 0, best_acc 98.800, current_acc 98.800 

Client   6, labels {4: 240, 6: 353}, count 0, best_acc 70.650, current_acc 70.650 

Client   7, labels {4: 240, 7: 316}, count 0, best_acc 99.750, current_acc 99.750 

Client   8, labels {1: 273, 8: 261}, count 0, best_acc 0.000, current_acc 0.000 

Client   9, labels {4: 240, 9: 273}, count 0, best_acc 99.800, current_acc 99.800 

Client  10, labels {0: 353, 3: 334}, count 0, best_acc 88.800, current_acc 88.800 

Client  11, labels {1: 273, 9: 273}, count 0, best_acc 99.750, current_acc 99.750 

Client  12, labels {2: 300, 4: 240}, count 0, best_acc 69.000, current_acc 69.000 

Client  13, labels {3: 334, 8: 261}, count 0, best_acc 98.150, current_acc 98.150 

Client  14, labels {0: 353, 4: 240}, count 0, best_acc 95.950, current_acc 95.950 

Client  15, labels {5: 353, 7: 316}, count 0, best_acc 0.000, current_acc 12.150 

Client  16, labels {3: 334, 6: 353}, count 0, best_acc 82.700, current_acc 82.700 

Client  17, labels {1: 273, 7: 316}, count 0, best_acc 0.000, current_acc 12.150 

Client  18, labels {4: 240, 8: 261}, count 0, best_acc 0.000, current_acc 0.000 

Client  19, labels {4: 240, 9: 273}, count 0, best_acc 99.450, current_acc 99.450 

Client  20, labels {0: 353, 5: 353}, count 0, best_acc 52.350, current_acc 52.350 

Client  21, labels {0: 353, 1: 273}, count 0, best_acc 97.000, current_acc 97.000 

Client  22, labels {2: 300, 3: 334}, count 0, best_acc 93.450, current_acc 93.450 

Client  23, labels {1: 273, 3: 334}, count 0, best_acc 0.000, current_acc 13.250 

Client  24, labels {4: 240, 5: 353}, count 0, best_acc 99.150, current_acc 99.150 

Client  25, labels {5: 353, 6: 353}, count 0, best_acc 99.650, current_acc 99.650 

Client  26, labels {1: 273, 6: 353}, count 0, best_acc 96.900, current_acc 96.900 

Client  27, labels {1: 273, 7: 316}, count 0, best_acc 99.350, current_acc 99.350 

Client  28, labels {3: 333, 8: 261}, count 0, best_acc 98.550, current_acc 98.550 

Client  29, labels {2: 300, 9: 273}, count 0, best_acc 0.000, current_acc 0.350 

Client  30, labels {0: 353, 2: 300}, count 0, best_acc 0.000, current_acc 0.350 

Client  31, labels {1: 273, 7: 316}, count 0, best_acc 99.300, current_acc 99.300 

Client  32, labels {2: 300, 6: 353}, count 0, best_acc 0.000, current_acc 0.350 

Client  33, labels {2: 300, 3: 333}, count 0, best_acc 95.350, current_acc 95.350 

Client  34, labels {1: 273, 4: 240}, count 0, best_acc 0.000, current_acc 0.000 

Client  35, labels {2: 300, 5: 353}, count 0, best_acc 99.650, current_acc 99.650 

Client  36, labels {0: 353, 6: 353}, count 0, best_acc 68.750, current_acc 68.750 

Client  37, labels {7: 316, 9: 273}, count 0, best_acc 0.000, current_acc 12.150 

Client  38, labels {1: 273, 8: 261}, count 0, best_acc 98.750, current_acc 98.750 

Client  39, labels {2: 300, 9: 273}, count 0, best_acc 99.800, current_acc 99.650 

Client  40, labels {0: 353, 9: 273}, count 0, best_acc 99.750, current_acc 99.750 

Client  41, labels {1: 273, 2: 300}, count 0, best_acc 98.000, current_acc 98.000 
